Unnamed: 0,Name,Age,Salary,PAN,Email,PAN_valid,Email_valid,Age_valid,Salary_valid,Overall_Status,Errors
1024,Priya,,-10000.0,EDESC4383B,user@,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1025,Neha,,-10000.0,BNTAD2189X,mmperq@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1026,Anjali,,,5g0wn53vMR,pwntuv@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1027,Rahul,,-10000.0,SSQQY2979A,ufehmn@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1028,Karan,-5.0,-10000.0,BRMXE5062O,user@,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1029,Rahul,89.0,23245.0,XLLPC6835G,test@gmail,True,False,True,True,False,Invalid Email
1030,Priya,92.0,,F4VHRPPwg9,baeokz@gmail.com,False,True,True,False,False,"Invalid PAN, Invalid Salary"
1031,Karan,,,qjZUczsfVI,abc@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1032,Simran,23.0,-10000.0,TBRBZ9951F,abc@,True,False,True,False,False,"Invalid Email, Invalid Salary"
1033,Simran,99.0,,4PpvrKtWTQ,ebewez@gmail.com,False,True,True,False,False,"Invalid PAN, Invalid Salary"
1034,Rohit,,-10000.0,6i6BzXnG2n,,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1035,Rohit,-5.0,,cS4pMg8VOn,abc@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1036,Rohit,-5.0,47818.0,0Yr2kEfK7e,keskua@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
1037,Rahul,45.0,,lY5bbCnHFS,user@,False,False,True,False,False,"Invalid PAN, Invalid Email, Invalid Salary"
1038,Rahul,,,XEIWU8919S,test@gmail,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1039,Karan,130.0,81676.0,0mJmTEbI1V,tpyxed@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
1040,Simran,50.0,,gxWGrYWWQI,test@gmail,False,False,True,False,False,"Invalid PAN, Invalid Email, Invalid Salary"
1041,Simran,130.0,41171.0,QYGAKfdnmV,,False,False,False,True,False,"Invalid PAN, Invalid Email, Invalid Age"
1042,Simran,,-10000.0,tRPf1FsJzB,guqpcg@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1043,Karan,92.0,71188.0,LtB6Pse7Ou,gpnbue@gmail.com,False,True,True,True,False,Invalid PAN
1044,Rohit,31.0,,I9oGFqeCMf,nbhmqp@gmail.com,False,True,True,False,False,"Invalid PAN, Invalid Salary"
1045,Rahul,-5.0,-10000.0,fho1M1kXd3,user@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1046,Aman,130.0,-10000.0,DBMMO3543J,,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1047,Anjali,130.0,58420.0,DQRLV3230J,test@gmail,True,False,False,True,False,"Invalid Email, Invalid Age"
1048,Aman,-5.0,51753.0,DVVYY2775X,gdxpwb@gmail.com,True,True,False,True,False,Invalid Age
1049,Neha,18.0,,FUXLW6341T,user@,True,False,True,False,False,"Invalid Email, Invalid Salary"
1050,Priya,-5.0,,HISJE2911D,abxuye@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1051,Priya,-5.0,,DFOQB8542L,ecwtfc@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1052,Rohit,-5.0,,Y6qWYq94lD,,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1053,Rohit,130.0,91201.0,YQZmhv1Qnp,gewyuw@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
1054,Priya,,69822.0,NGNTC1731W,twgply@gmail.com,True,True,False,True,False,Invalid Age
1055,Karan,36.0,-10000.0,FDkNIKNEXW,zkxgua@gmail.com,False,True,True,False,False,"Invalid PAN, Invalid Salary"
1056,Rahul,130.0,32932.0,UFLPN4422Y,zbrufy@gmail.com,True,True,False,True,False,Invalid Age
1057,Anjali,130.0,55780.0,0GSWWPsuaK,zrzyuy@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
1058,Simran,,,VFOVO5002G,rkjban@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1059,Rohit,39.0,,xEWbtujyBU,abc@,False,False,True,False,False,"Invalid PAN, Invalid Email, Invalid Salary"
1060,Aman,1.0,,DGQAO7082M,abc@,True,False,True,False,False,"Invalid Email, Invalid Salary"
1061,Simran,130.0,-10000.0,VCVDR6422F,,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1062,Rohit,130.0,-10000.0,nTemu5l8Dv,esmiwn@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1063,,130.0,,IiAr24HfTO,usdoim@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1064,,-5.0,88467.0,WekKRAxeZ4,ejnbuh@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
1065,Karan,-5.0,-10000.0,XYBFT2278B,qhmnav@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1066,Karan,130.0,94257.0,GKBZW3423Q,dgromz@gmail.com,True,True,False,True,False,Invalid Age
1067,Neha,58.0,,dsUCjS6Wo8,qgdhwt@gmail.com,False,True,True,False,False,"Invalid PAN, Invalid Salary"
1068,Karan,48.0,,wk9TqKLmKS,test@gmail,False,False,True,False,False,"Invalid PAN, Invalid Email, Invalid Salary"
1069,Rahul,130.0,,5wUwh3fW56,abc@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1070,Rahul,,-10000.0,PNIYI1489W,abc@,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1071,Simran,,95676.0,caRbM18hMp,test@gmail,False,False,False,True,False,"Invalid PAN, Invalid Email, Invalid Age"
1072,Anjali,,,TLIUJ3986Y,test@gmail,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1073,,79.0,34547.0,nP08hrICrt,phoegh@gmail.com,False,True,True,True,False,Invalid PAN
1074,Neha,130.0,,2PocsBXYTF,abc@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1075,Karan,130.0,-10000.0,wCZyB5J8Lo,xpceki@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1076,Karan,20.0,,FRKHC3592L,jtsrqv@gmail.com,True,True,True,False,False,Invalid Salary
1077,Rahul,4.0,-10000.0,VWXZR5584W,yxdlys@gmail.com,True,True,True,False,False,Invalid Salary
1078,Priya,,98389.0,4Ii87Sga2L,lnnohk@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
1079,Priya,23.0,,WAlck8fKfb,arijqv@gmail.com,False,True,True,False,False,"Invalid PAN, Invalid Salary"
1080,Karan,,64180.0,vksiiE6fNs,test@gmail,False,False,False,True,False,"Invalid PAN, Invalid Email, Invalid Age"
1081,Anjali,130.0,,ZMIHE6631E,hnhzus@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1082,Neha,130.0,-10000.0,xqPwregkTS,abc@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1083,,-5.0,-10000.0,GNSIO7449R,tpeezb@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1084,Priya,78.0,29372.0,s3akFQ3tc1,bdvigb@gmail.com,False,True,True,True,False,Invalid PAN
1085,,,52747.0,oRX6nSNEGG,sypmhz@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
1086,Rahul,-5.0,,IGbQpByZtG,thydhq@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1087,,44.0,-10000.0,lSXZ26WTMt,ktprzw@gmail.com,False,True,True,False,False,"Invalid PAN, Invalid Salary"
1088,Rohit,-5.0,,j4QsN8XIg6,abc@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1089,Simran,,-10000.0,JTiG5UMhRI,,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1090,Priya,97.0,-10000.0,MrPx4t3YYd,test@gmail,False,False,True,False,False,"Invalid PAN, Invalid Email, Invalid Salary"
1091,,14.0,,f1bEM3qs05,mrrayd@gmail.com,False,True,True,False,False,"Invalid PAN, Invalid Salary"
1092,Karan,,-10000.0,fQ1oLmBATB,,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1093,Priya,,-10000.0,FNUOD9154O,abc@,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1094,Rohit,130.0,61483.0,NCRQV8085N,user@,True,False,False,True,False,"Invalid Email, Invalid Age"
1095,Rohit,,,UwboIQNxdo,opdmhx@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1096,Karan,-5.0,-10000.0,IEBGE2694J,test@gmail,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1097,Anjali,,-10000.0,z1knmAX0Y9,clbyge@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1098,Priya,130.0,-10000.0,DGFRM6708R,abc@,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1099,Simran,,,HSCUY7290S,abc@,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1100,,,-10000.0,QNEOP6740K,efdcll@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1101,Rahul,,,ADCVK6516Z,obksep@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1102,Neha,-5.0,,DRRLV1299R,tdzjlf@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1103,Neha,-5.0,,RPJWH8100W,user@,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1104,Priya,130.0,79815.0,oF6gUObtA1,jiwiac@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
1105,,,91039.0,KKDIA0396K,xhepie@gmail.com,True,True,False,True,False,Invalid Age
1106,Karan,-5.0,70944.0,JYOPS3433C,test@gmail,True,False,False,True,False,"Invalid Email, Invalid Age"
1107,Karan,,,5fKOf6vjUl,dybcoj@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1108,Anjali,130.0,,MNWUU0202B,abc@,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1109,Rahul,130.0,44906.0,MEBJE4911V,bsvyps@gmail.com,True,True,False,True,False,Invalid Age
1110,Rahul,-5.0,,Ox3EtTBfms,,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1111,Rahul,,,AZVQE4852S,test@gmail,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1112,Priya,,-10000.0,iE44sl2oQQ,user@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1113,Aman,130.0,-10000.0,VPOMU3296R,test@gmail,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1114,Rahul,130.0,86999.0,TMt3jTUzmw,hpaxil@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
1115,Rohit,-5.0,-10000.0,DLXTT7273M,pgbgzc@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1116,,,-10000.0,Zugqwn7PvK,abc@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1117,Karan,,,TUVLX3015C,test@gmail,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1118,,130.0,,RN1ncQXqwD,user@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1119,Neha,130.0,27525.0,qdLKmFrSiz,mwojsr@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
1120,Aman,,36884.0,inzFyHTFk7,,False,False,False,True,False,"Invalid PAN, Invalid Email, Invalid Age"
1121,Neha,25.0,,SUHTW8187P,aruect@gmail.com,True,True,True,False,False,Invalid Salary
1122,Anjali,18.0,-10000.0,GWZCW1740F,rgwmkc@gmail.com,True,True,True,False,False,Invalid Salary
1123,Anjali,,47598.0,VZDXI5200K,betdgp@gmail.com,True,True,False,True,False,Invalid Age
1124,Karan,,83638.0,cZS8aCeuZR,cazmxt@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
1125,Neha,,-10000.0,Bs7zbzmbXw,ribenc@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1126,Aman,,38376.0,JQ4X0uaoA9,,False,False,False,True,False,"Invalid PAN, Invalid Email, Invalid Age"
1127,Rahul,-5.0,,VMZDE9966F,user@,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1128,Anjali,,-10000.0,HAEEN6533X,gxpegq@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1129,Rahul,-5.0,33885.0,RLzOTv5seO,xdwdol@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
1131,Aman,-5.0,-10000.0,SUMTE1211N,,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1132,Aman,130.0,,AINLV8678Q,,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1133,Rohit,,52321.0,MYMMP3109N,jtmbxd@gmail.com,True,True,False,True,False,Invalid Age
1134,Rahul,80.0,53526.0,7Pfd3G2Kf2,bsylis@gmail.com,False,True,True,True,False,Invalid PAN
1135,Rahul,130.0,-10000.0,1lMVsN8wdw,awmlfc@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1136,Neha,130.0,44998.0,NHZTV0126R,abc@,True,False,False,True,False,"Invalid Email, Invalid Age"
1137,Aman,37.0,99697.0,qwU6HZXhjM,qmpfrt@gmail.com,False,True,True,True,False,Invalid PAN
1138,Anjali,,31940.0,QCRDK1645C,,True,False,False,True,False,"Invalid Email, Invalid Age"
1139,Aman,130.0,99216.0,FPUCE9742L,hrnhzd@gmail.com,True,True,False,True,False,Invalid Age
1140,Neha,130.0,-10000.0,Zk8OZfnXyA,loptyo@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1141,Rahul,47.0,-10000.0,2i2yWU5OCL,qhfdqs@gmail.com,False,True,True,False,False,"Invalid PAN, Invalid Salary"
1143,,,-10000.0,Z0Dv2nBzsv,xaoisl@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1144,Karan,-5.0,20760.0,z9TpMcDrvg,,False,False,False,True,False,"Invalid PAN, Invalid Email, Invalid Age"
1145,Neha,130.0,29517.0,D3pG2XesTe,mvfzln@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
1146,Rohit,-5.0,38717.0,itCLQ0XX0t,teakbv@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
1147,,2.0,-10000.0,2dY9zxKkja,boyyql@gmail.com,False,True,True,False,False,"Invalid PAN, Invalid Salary"
1148,Rohit,-5.0,36258.0,qm4LmJJnFT,zuzbmk@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
1149,Simran,-5.0,-10000.0,JNVFA5831E,pgqlaj@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1150,Anjali,57.0,,WWBFH6001B,zmikjg@gmail.com,True,True,True,False,False,Invalid Salary
1151,Anjali,130.0,49196.0,XHkZC452eb,uksueg@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
1152,Rahul,-5.0,,JUMLQ2874F,test@gmail,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1153,Karan,130.0,,ZOTFK4485K,,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1154,Rohit,,-10000.0,HNDTJ1264V,sxlpno@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1155,Rohit,130.0,-10000.0,VBGTC5014M,sznovq@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1156,Karan,130.0,,UhwM8Vmi0A,buqmrq@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1157,Karan,,-10000.0,WPUAY5838A,leoumz@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1158,Anjali,-5.0,,JKBUC6785T,letzsv@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1159,Rohit,,-10000.0,ARZQG5098N,onkboz@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1160,Rohit,,49519.0,Zy68bKFh6o,,False,False,False,True,False,"Invalid PAN, Invalid Email, Invalid Age"
1161,Aman,-5.0,30739.0,733kQElFbK,abc@,False,False,False,True,False,"Invalid PAN, Invalid Email, Invalid Age"
1162,Anjali,-5.0,,MDYAX5422G,test@gmail,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1163,Karan,130.0,,XIGWA6983M,user@,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1164,Anjali,130.0,65577.0,FWXCA0517C,pbxfvb@gmail.com,True,True,False,True,False,Invalid Age
1165,Anjali,31.0,,C7VFS0crOt,xkoumh@gmail.com,False,True,True,False,False,"Invalid PAN, Invalid Salary"
1166,Rahul,-5.0,,FLgdLeSxU5,cknngn@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1167,Karan,,-10000.0,m37EEBCjTx,test@gmail,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1168,,39.0,-10000.0,Rovipl9dJT,test@gmail,False,False,True,False,False,"Invalid PAN, Invalid Email, Invalid Salary"
1169,Aman,130.0,,W1jjmEDrGM,xggfla@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1170,Neha,-5.0,,jdwZjYWwg8,abc@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1171,Simran,-5.0,,VElyfAZvJi,user@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1172,,77.0,99323.0,FteY7k74Vp,,False,False,True,True,False,"Invalid PAN, Invalid Email"
1173,Rahul,59.0,,DPBXV6738G,test@gmail,True,False,True,False,False,"Invalid Email, Invalid Salary"
1174,Neha,,73517.0,m2RwqCg648,,False,False,False,True,False,"Invalid PAN, Invalid Email, Invalid Age"
1175,Rohit,45.0,,EZPTE0528T,wldfeh@gmail.com,True,True,True,False,False,Invalid Salary
1176,Rahul,-5.0,,sRQnAVQlCA,user@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1177,,27.0,92318.0,EOCHI3831U,abc@,True,False,True,True,False,Invalid Email
1178,,,,ZtoTvxyg56,tjssna@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1179,Rohit,7.0,,AztzV1VVTM,,False,False,True,False,False,"Invalid PAN, Invalid Email, Invalid Salary"
1181,Aman,61.0,-10000.0,CKPGM0882L,user@,True,False,True,False,False,"Invalid Email, Invalid Salary"
1183,Rahul,130.0,,NHzFTXvusF,bykrim@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1184,Karan,59.0,-10000.0,JkqmNwWxGH,fpmxho@gmail.com,False,True,True,False,False,"Invalid PAN, Invalid Salary"
1185,Simran,130.0,,KBMAL8115Z,test@gmail,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1186,Neha,-5.0,-10000.0,BCJXN7286K,yoghjv@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1187,Karan,-5.0,42685.0,pw6V2gDldY,amjqye@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
1188,,86.0,,HIzqZr9S9q,abc@,False,False,True,False,False,"Invalid PAN, Invalid Email, Invalid Salary"
1189,Anjali,,96508.0,YVZHW9449K,ccfsex@gmail.com,True,True,False,True,False,Invalid Age
1190,Karan,,,Tf6ecJOApT,user@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1191,,,,QNhSOnQvOj,mpfydl@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1192,Priya,,-10000.0,CJCHM2091K,xtmbno@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1193,Karan,,,BPTTT4378D,eutusi@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1194,,,95306.0,ESUKH9325R,test@gmail,True,False,False,True,False,"Invalid Email, Invalid Age"
1195,Neha,130.0,36883.0,M5eqZfbtGt,ubqjcs@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
1196,Priya,130.0,71935.0,CGKKU1166F,oqjhfv@gmail.com,True,True,False,True,False,Invalid Age
1197,Priya,130.0,70792.0,Z9TVCwNhSO,kwpvfk@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
1198,Neha,,,cj3mUByAjE,lrufda@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1199,Neha,-5.0,-10000.0,JSPPP0955G,nrsodl@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1200,Priya,-5.0,-10000.0,0oBC8KSrnI,user@,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1201,Rahul,20.0,,EKVHR8296T,ebulxh@gmail.com,True,True,True,False,False,Invalid Salary
1202,,,-10000.0,GFBGE2651E,hvyiwb@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1203,Anjali,-5.0,-10000.0,YOSBN5816J,test@gmail,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1204,Priya,-5.0,91737.0,KOQDC6524W,gjegyw@gmail.com,True,True,False,True,False,Invalid Age
1205,Anjali,-5.0,,Eh1bgCGSJr,,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1206,Neha,,-10000.0,KXBVY0617L,test@gmail,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1207,Karan,,,FEEIX9617N,szgjgn@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1208,,94.0,-10000.0,AO5ItGYyPX,test@gmail,False,False,True,False,False,"Invalid PAN, Invalid Email, Invalid Salary"
1209,Karan,35.0,,8ao6KbmJ4b,user@,False,False,True,False,False,"Invalid PAN, Invalid Email, Invalid Salary"
1210,,130.0,,9NZ9CIQiEG,,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1211,Neha,,63213.0,UTONB2769E,abc@,True,False,False,True,False,"Invalid Email, Invalid Age"
1212,Rohit,130.0,-10000.0,nmVJj88R9r,test@gmail,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1213,Aman,130.0,72213.0,dnAjPundiy,,False,False,False,True,False,"Invalid PAN, Invalid Email, Invalid Age"
1214,Anjali,130.0,28901.0,2CZspoT1JY,afpond@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
1215,Simran,,81942.0,pkmSx56OZp,mmapnr@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
1216,Neha,-5.0,38885.0,PYDpMZn0GL,,False,False,False,True,False,"Invalid PAN, Invalid Email, Invalid Age"
1217,Rahul,17.0,-10000.0,GWEPZ2528Y,,True,False,True,False,False,"Invalid Email, Invalid Salary"
1218,Aman,93.0,23692.0,ANhpg6GjPT,,False,False,True,True,False,"Invalid PAN, Invalid Email"
1219,Priya,-5.0,,SMoJFV41B4,jgthxn@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1220,Simran,44.0,-10000.0,PTITT8061Q,miituh@gmail.com,True,True,True,False,False,Invalid Salary
1221,Anjali,-5.0,,5jtGNSRPrs,,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1222,Simran,16.0,,4vw8NeHPGr,user@,False,False,True,False,False,"Invalid PAN, Invalid Email, Invalid Salary"
1223,Anjali,-5.0,,arMkkT96D0,awfzim@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1224,Karan,,29504.0,trOFCxI7Zz,abc@,False,False,False,True,False,"Invalid PAN, Invalid Email, Invalid Age"
1225,Rahul,19.0,68383.0,ZXKOR1406O,abc@,True,False,True,True,False,Invalid Email
1227,Karan,,-10000.0,IWLUA6823L,test@gmail,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1228,,-5.0,,SMWXL1621I,jsxnwd@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1229,Neha,,,QZFZS5583K,test@gmail,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1230,Neha,-5.0,-10000.0,kiJwzuuV2g,,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1231,Aman,-5.0,-10000.0,YVIDB6511B,abc@,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1232,Karan,25.0,22703.0,4Gc2F6w2xF,,False,False,True,True,False,"Invalid PAN, Invalid Email"
1233,Neha,-5.0,23856.0,ODHXI4569N,user@,True,False,False,True,False,"Invalid Email, Invalid Age"
1234,,99.0,,TRbfg9OL2H,pgnjre@gmail.com,False,True,True,False,False,"Invalid PAN, Invalid Salary"
1235,Neha,130.0,-10000.0,ioiSUWSxEA,qgtmwn@gmail.com,False,True,False,False,False,"Invalid PAN, Invalid Age, Invalid Salary"
1236,,-5.0,,BDBGG4566G,pigjai@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1237,Neha,-5.0,-10000.0,EOMII8834T,ptccfm@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1238,Rahul,16.0,,NUTQA6123T,abc@,True,False,True,False,False,"Invalid Email, Invalid Salary"
1239,Anjali,,,NCSSL5918C,nnkvwo@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1240,,,-10000.0,PPSBR1445B,user@,True,False,False,False,False,"Invalid Email, Invalid Age, Invalid Salary"
1242,Aman,130.0,73794.0,QQADE3786D,user@,True,False,False,True,False,"Invalid Email, Invalid Age"
1243,Rohit,,80836.0,FWOQ5Uh0ya,gcnrah@gmail.com,False,True,False,True,False,"Invalid PAN, Invalid Age"
1244,Anjali,130.0,40159.0,Td4O4Fmxrn,abc@,False,False,False,True,False,"Invalid PAN, Invalid Email, Invalid Age"
1245,Anjali,92.0,20996.0,BITqyF0ajD,user@,False,False,True,True,False,"Invalid PAN, Invalid Email"
1246,Anjali,94.0,-10000.0,uIHsvMEXXE,hfjsbm@gmail.com,False,True,True,False,False,"Invalid PAN, Invalid Salary"
1247,,,,MYMLA1294K,qkmaaw@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1248,Priya,130.0,-10000.0,0wSGbf1RB9,test@gmail,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1249,Neha,130.0,-10000.0,mj9tS4A6o5,,False,False,False,False,False,"Invalid PAN, Invalid Email, Invalid Age, Invalid Salary"
1250,,,38356.0,TodTGa9YMt,test@gmail,False,False,False,True,False,"Invalid PAN, Invalid Email, Invalid Age"
1251,Neha,-5.0,-10000.0,WALQO3435H,ytvuvf@gmail.com,True,True,False,False,False,"Invalid Age, Invalid Salary"
1252,Simran,130.0,85919.0,OZCCM1560L,rpooqg@gmail.com,True,True,False,True,False,Invalid Age
